"X01" "X02" "X03" "X04" "X05" "X06" "X07" "X08" "X09" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20"
235 37 0.01 30.34 226 38 0.03 32.97 245 39 0.06 32.8 259 38 0.02 32.17 225 46 0.01 34.83
226 38 0.03 32.97 245 39 0.06 32.8 259 38 0.02 32.17 225 46 0.01 34.83 273 37 0.03 30.04
245 39 0.06 32.8 259 38 0.02 32.17 225 46 0.01 34.83 273 37 0.03 30.04 271 38 0.01 26.88
259 38 0.02 32.17 225 46 0.01 34.83 273 37 0.03 30.04 271 38 0.01 26.88 249 41 0.03 33.59
225 46 0.01 34.83 273 37 0.03 30.04 271 38 0.01 26.88 249 41 0.03 33.59 263 37 0.04 28.33
273 37 0.03 30.04 271 38 0.01 26.88 249 41 0.03 33.59 263 37 0.04 28.33 253 39 0.02 31.98
271 38 0.01 26.88 249 41 0.03 33.59 263 37 0.04 28.33 253 39 0.02 31.98 264 38 0.06 30.14
249 41 0.03 33.59 263 37 0.04 28.33 253 39 0.02 31.98 264 38 0.06 30.14 233 39 0.01 31.52
263 37 0.04 28.33 253 39 0.02 31.98 264 38 0.06 30.14 233 39 0.01 31.52 245 38 0.09 31.63
253 39 0.02 31.98 264 38 0.06 30.14 233 39 0.01 31.52 245 38 0.09 31.63 249 35 0.04 25.25
264 38 0.06 30.14 233 39 0.01 31.52 245 38 0.09 31.63 249 35 0.04 25.25 240 38 0.02 30.74
233 39 0.01 31.52 245 38 0.09 31.63 249 35 0.04 25.25 240 38 0.02 30.74 264 39 0.03 33.04
245 38 0.09 31.63 249 35 0.04 25.25 240 38 0.02 30.74 264 39 0.03 33.04 257 36 0.04 30.97
249 35 0.04 25.25 240 38 0.02 30.74 264 39 0.03 33.04 257 36 0.04 30.97 224 38 0.01 32.88
240 38 0.02 30.74 264 39 0.03 33.04 257 36 0.04 30.97 224 38 0.01 32.88 265 40 0.09 34.14
264 39 0.03 33.04 257 36 0.04 30.97 224 38 0.01 32.88 265 40 0.09 34.14 251 41 0.04 36.58
257 36 0.04 30.97 224 38 0.01 32.88 265 40 0.09 34.14 251 41 0.04 36.58 227 40 0.03 35.33
224 38 0.01 32.88 265 40 0.09 34.14 251 41 0.04 36.58 227 40 0.03 35.33 251 42 0.16 35.66
265 40 0.09 34.14 251 41 0.04 36.58 227 40 0.03 35.33 251 42 0.16 35.66 259 42 0.03 35.6
251 41 0.04 36.58 227 40 0.03 35.33 251 42 0.16 35.66 259 42 0.03 35.6 268 37 0.09 32.89
227 40 0.03 35.33 251 42 0.16 35.66 259 42 0.03 35.6 268 37 0.09 32.89 250 38 0.03 32.59
251 42 0.16 35.66 259 42 0.03 35.6 268 37 0.09 32.89 250 38 0.03 32.59 269 41 0.04 36.52
259 42 0.03 35.6 268 37 0.09 32.89 250 38 0.03 32.59 269 41 0.04 36.52 254 37 0.05 28.08
268 37 0.09 32.89 250 38 0.03 32.59 269 41 0.04 36.52 254 37 0.05 28.08 272 36 0.04 26.97
250 38 0.03 32.59 269 41 0.04 36.52 254 37 0.05 28.08 272 36 0.04 26.97 270 39 0.06 31.47
269 41 0.04 36.52 254 37 0.05 28.08 272 36 0.04 26.97 270 39 0.06 31.47 269 37 0.07 31.44
254 37 0.05 28.08 272 36 0.04 26.97 270 39 0.06 31.47 269 37 0.07 31.44 269 39 0.04 33.89
272 36 0.04 26.97 270 39 0.06 31.47 269 37 0.07 31.44 269 39 0.04 33.89 273 42 0.04 32.23
270 39 0.06 31.47 269 37 0.07 31.44 269 39 0.04 33.89 273 42 0.04 32.23 274 37 0.01 29.46
269 37 0.07 31.44 269 39 0.04 33.89 273 42 0.04 32.23 274 37 0.01 29.46 275 41 0.03 34.59
269 39 0.04 33.89 273 42 0.04 32.23 274 37 0.01 29.46 275 41 0.03 34.59 277 38 0.06 32.13
273 42 0.04 32.23 274 37 0.01 29.46 275 41 0.03 34.59 277 38 0.06 32.13 261 37 0.04 31.13
274 37 0.01 29.46 275 41 0.03 34.59 277 38 0.06 32.13 261 37 0.04 31.13 244 35 0.03 30.12
275 41 0.03 34.59 277 38 0.06 32.13 261 37 0.04 31.13 244 35 0.03 30.12 269 37 0.17 31.72
277 38 0.06 32.13 261 37 0.04 31.13 244 35 0.03 30.12 269 37 0.17 31.72 253 41 0.01 36.51
261 37 0.04 31.13 244 35 0.03 30.12 269 37 0.17 31.72 253 41 0.01 36.51 239 40 0.02 37.59
244 35 0.03 30.12 269 37 0.17 31.72 253 41 0.01 36.51 239 40 0.02 37.59 259 48 0.07 45.71
269 37 0.17 31.72 253 41 0.01 36.51 239 40 0.02 37.59 259 48 0.07 45.71 268 48 0.04 39.49
253 41 0.01 36.51 239 40 0.02 37.59 259 48 0.07 45.71 268 48 0.04 39.49 259 43 0.04 36.84
239 40 0.02 37.59 259 48 0.07 45.71 268 48 0.04 39.49 259 43 0.04 36.84 262 43 0.05 37.97
259 48 0.07 45.71 268 48 0.04 39.49 259 43 0.04 36.84 262 43 0.05 37.97 259 38 0.05 34.55
268 48 0.04 39.49 259 43 0.04 36.84 262 43 0.05 37.97 259 38 0.05 34.55 268 41 0.02 32.49
259 43 0.04 36.84 262 43 0.05 37.97 259 38 0.05 34.55 268 41 0.02 32.49 269 36 0.02 27.52
262 43 0.05 37.97 259 38 0.05 34.55 268 41 0.02 32.49 269 36 0.02 27.52 272 37 0.01 29.13
259 38 0.05 34.55 268 41 0.02 32.49 269 36 0.02 27.52 272 37 0.01 29.13 280 37 0.05 31.09
268 41 0.02 32.49 269 36 0.02 27.52 272 37 0.01 29.13 280 37 0.05 31.09 271 39 0.04 34.34
269 36 0.02 27.52 272 37 0.01 29.13 280 37 0.05 31.09 271 39 0.04 34.34 276 37 0.03 36.63
272 37 0.01 29.13 280 37 0.05 31.09 271 39 0.04 34.34 276 37 0.03 36.63 269 41 0.04 38.92
280 37 0.05 31.09 271 39 0.04 34.34 276 37 0.03 36.63 269 41 0.04 38.92 257 41 0.03 31.78
271 39 0.04 34.34 276 37 0.03 36.63 269 41 0.04 38.92 257 41 0.03 31.78 268 44 0.03 41.09
276 37 0.03 36.63 269 41 0.04 38.92 257 41 0.03 31.78 268 44 0.03 41.09 269 43 0.01 36.8
269 41 0.04 38.92 257 41 0.03 31.78 268 44 0.03 41.09 269 43 0.01 36.8 270 45 0.01 30.47
257 41 0.03 31.78 268 44 0.03 41.09 269 43 0.01 36.8 270 45 0.01 30.47 257 38 0.04 31.68
268 44 0.03 41.09 269 43 0.01 36.8 270 45 0.01 30.47 257 38 0.04 31.68 274 37 0.05 35.82
269 43 0.01 36.8 270 45 0.01 30.47 257 38 0.04 31.68 274 37 0.05 35.82 268 39 0.08 36.46
270 45 0.01 30.47 257 38 0.04 31.68 274 37 0.05 35.82 268 39 0.08 36.46 275 38 0.03 34.48
257 38 0.04 31.68 274 37 0.05 35.82 268 39 0.08 36.46 275 38 0.03 34.48 265 37 0.03 34.23
274 37 0.05 35.82 268 39 0.08 36.46 275 38 0.03 34.48 265 37 0.03 34.23 250 37 0.06 37.47
268 39 0.08 36.46 275 38 0.03 34.48 265 37 0.03 34.23 250 37 0.06 37.47 247 41 0.03 41.51
275 38 0.03 34.48 265 37 0.03 34.23 250 37 0.06 37.47 247 41 0.03 41.51 267 39 0.01 38.33
265 37 0.03 34.23 250 37 0.06 37.47 247 41 0.03 41.51 267 39 0.01 38.33 248 40 0.02 39.09
250 37 0.06 37.47 247 41 0.03 41.51 267 39 0.01 38.33 248 40 0.02 39.09 268 40 0.11 35.25
247 41 0.03 41.51 267 39 0.01 38.33 248 40 0.02 39.09 268 40 0.11 35.25 269 38 0.02 34.05
267 39 0.01 38.33 248 40 0.02 39.09 268 40 0.11 35.25 269 38 0.02 34.05 271 39 0.02 32.17
248 40 0.02 39.09 268 40 0.11 35.25 269 38 0.02 34.05 271 39 0.02 32.17 265 39 0.03 32.79
268 40 0.11 35.25 269 38 0.02 34.05 271 39 0.02 32.17 265 39 0.03 32.79 271 42 0.04 35.73
269 38 0.02 34.05 271 39 0.02 32.17 265 39 0.03 32.79 271 42 0.04 35.73 237 38 0.03 30.66
271 39 0.02 32.17 265 39 0.03 32.79 271 42 0.04 35.73 237 38 0.03 30.66 233 40 0.02 34.81
265 39 0.03 32.79 271 42 0.04 35.73 237 38 0.03 30.66 233 40 0.02 34.81 260 42 0.07 36.84
271 42 0.04 35.73 237 38 0.03 30.66 233 40 0.02 34.81 260 42 0.07 36.84 265 44 0.01 31.07
237 38 0.03 30.66 233 40 0.02 34.81 260 42 0.07 36.84 265 44 0.01 31.07 268 38 0.04 32.02
233 40 0.02 34.81 260 42 0.07 36.84 265 44 0.01 31.07 268 38 0.04 32.02 278 38 0.04 31.62
260 42 0.07 36.84 265 44 0.01 31.07 268 38 0.04 32.02 278 38 0.04 31.62 272 37 0.02 29.59
265 44 0.01 31.07 268 38 0.04 32.02 278 38 0.04 31.62 272 37 0.02 29.59 271 34 0.01 28.79
268 38 0.04 32.02 278 38 0.04 31.62 272 37 0.02 29.59 271 34 0.01 28.79 268 35 0.04 31.4
278 38 0.04 31.62 272 37 0.02 29.59 271 34 0.01 28.79 268 35 0.04 31.4 248 38 0.01 32.65
272 37 0.02 29.59 271 34 0.01 28.79 268 35 0.04 31.4 248 38 0.01 32.65 221 37 0.01 35.37
271 34 0.01 28.79 268 35 0.04 31.4 248 38 0.01 32.65 221 37 0.01 35.37 239 41 0.01 38.63
268 35 0.04 31.4 248 38 0.01 32.65 221 37 0.01 35.37 239 41 0.01 38.63 268 42 0.05 38.24
248 38 0.01 32.65 221 37 0.01 35.37 239 41 0.01 38.63 268 42 0.05 38.24 232 40 0.03 35.45
221 37 0.01 35.37 239 41 0.01 38.63 268 42 0.05 38.24 232 40 0.03 35.45 274 41 0.01 36.34
239 41 0.01 38.63 268 42 0.05 38.24 232 40 0.03 35.45 274 41 0.01 36.34 265 38 0.03 32.88
268 42 0.05 38.24 232 40 0.03 35.45 274 41 0.01 36.34 265 38 0.03 32.88 278 38 0.06 31.79
232 40 0.03 35.45 274 41 0.01 36.34 265 38 0.03 32.88 278 38 0.06 31.79 275 36 0.03 28.76
274 41 0.01 36.34 265 38 0.03 32.88 278 38 0.06 31.79 275 36 0.03 28.76 283 40 0.03 31.79
265 38 0.03 32.88 278 38 0.06 31.79 275 36 0.03 28.76 283 40 0.03 31.79 280 37 0.04 32.77
278 38 0.06 31.79 275 36 0.03 28.76 283 40 0.03 31.79 280 37 0.04 32.77 263 38 0.02 34.49
275 36 0.03 28.76 283 40 0.03 31.79 280 37 0.04 32.77 263 38 0.02 34.49 272 42 0.03 35.73
283 40 0.03 31.79 280 37 0.04 32.77 263 38 0.02 34.49 272 42 0.03 35.73 273 39 0.01 33.46
280 37 0.04 32.77 263 38 0.02 34.49 272 42 0.03 35.73 273 39 0.01 33.46 259 43 0.03 36.91
263 38 0.02 34.49 272 42 0.03 35.73 273 39 0.01 33.46 259 43 0.03 36.91 276 40 0.02 34.11
272 42 0.03 35.73 273 39 0.01 33.46 259 43 0.03 36.91 276 40 0.02 34.11 282 46 0.01 37.84
273 39 0.01 33.46 259 43 0.03 36.91 276 40 0.02 34.11 282 46 0.01 37.84 266 42 0.01 34.8
259 43 0.03 36.91 276 40 0.02 34.11 282 46 0.01 37.84 266 42 0.01 34.8 281 42 0.03 38.96
276 40 0.02 34.11 282 46 0.01 37.84 266 42 0.01 34.8 281 42 0.03 38.96 282 39 0.03 33.44
282 46 0.01 37.84 266 42 0.01 34.8 281 42 0.03 38.96 282 39 0.03 33.44 267 42 0.01 37.96
266 42 0.01 34.8 281 42 0.03 38.96 282 39 0.03 33.44 267 42 0.01 37.96 266 41 0.02 33.73
281 42 0.03 38.96 282 39 0.03 33.44 267 42 0.01 37.96 266 41 0.02 33.73 276 45 0 37.28
282 39 0.03 33.44 267 42 0.01 37.96 266 41 0.02 33.73 276 45 0 37.28 271 39 0 31.99
267 42 0.01 37.96 266 41 0.02 33.73 276 45 0 37.28 271 39 0 31.99 258 42 0.02 33.06
266 41 0.02 33.73 276 45 0 37.28 271 39 0 31.99 258 42 0.02 33.06 279 40 0.03 33.88
276 45 0 37.28 271 39 0 31.99 258 42 0.02 33.06 279 40 0.03 33.88 276 38 0.04 36
271 39 0 31.99 258 42 0.02 33.06 279 40 0.03 33.88 276 38 0.04 36 271 39 0.01 34.98
258 42 0.02 33.06 279 40 0.03 33.88 276 38 0.04 36 271 39 0.01 34.98 281 39 0.03 33.19
279 40 0.03 33.88 276 38 0.04 36 271 39 0.01 34.98 281 39 0.03 33.19 267 37 0.03 32.86
276 38 0.04 36 271 39 0.01 34.98 281 39 0.03 33.19 267 37 0.03 32.86 254 36 0.01 31.46
271 39 0.01 34.98 281 39 0.03 33.19 267 37 0.03 32.86 254 36 0.01 31.46 268 39 0.01 35.93
281 39 0.03 33.19 267 37 0.03 32.86 254 36 0.01 31.46 268 39 0.01 35.93 282 40 0.04 36.2
267 37 0.03 32.86 254 36 0.01 31.46 268 39 0.01 35.93 282 40 0.04 36.2 241 40 0.03 32.59
254 36 0.01 31.46 268 39 0.01 35.93 282 40 0.04 36.2 241 40 0.03 32.59 255 38 0.03 34.33
268 39 0.01 35.93 282 40 0.04 36.2 241 40 0.03 32.59 255 38 0.03 34.33 241 40 0.03 34.26
282 40 0.04 36.2 241 40 0.03 32.59 255 38 0.03 34.33 241 40 0.03 34.26 251 38 0.06 31.77
241 40 0.03 32.59 255 38 0.03 34.33 241 40 0.03 34.26 251 38 0.06 31.77 260 40 0.03 33.23
255 38 0.03 34.33 241 40 0.03 34.26 251 38 0.06 31.77 260 40 0.03 33.23 268 38 0.07 31.1
241 40 0.03 34.26 251 38 0.06 31.77 260 40 0.03 33.23 268 38 0.07 31.1 244 38 0.03 30.55
251 38 0.06 31.77 260 40 0.03 33.23 268 38 0.07 31.1 244 38 0.03 30.55 262 38 0.05 30.03
260 40 0.03 33.23 268 38 0.07 31.1 244 38 0.03 30.55 262 38 0.05 30.03 276 37 0.05 32.26
268 38 0.07 31.1 244 38 0.03 30.55 262 38 0.05 30.03 276 37 0.05 32.26 259 37 0.03 32.22
244 38 0.03 30.55 262 38 0.05 30.03 276 37 0.05 32.26 259 37 0.03 32.22 257 38 0.03 30.93
262 38 0.05 30.03 276 37 0.05 32.26 259 37 0.03 32.22 257 38 0.03 30.93 247 35 0.01 30.41
276 37 0.05 32.26 259 37 0.03 32.22 257 38 0.03 30.93 247 35 0.01 30.41 269 39 0.01 34.3
259 37 0.03 32.22 257 38 0.03 30.93 247 35 0.01 30.41 269 39 0.01 34.3 252 37 0.02 30.64
257 38 0.03 30.93 247 35 0.01 30.41 269 39 0.01 34.3 252 37 0.02 30.64 256 36 0.04 30.82
247 35 0.01 30.41 269 39 0.01 34.3 252 37 0.02 30.64 256 36 0.04 30.82 271 38 0.07 30.73
269 39 0.01 34.3 252 37 0.02 30.64 256 36 0.04 30.82 271 38 0.07 30.73 274 38 0.04 34.48
252 37 0.02 30.64 256 36 0.04 30.82 271 38 0.07 30.73 274 38 0.04 34.48 234 38 0.02 30.86
256 36 0.04 30.82 271 38 0.07 30.73 274 38 0.04 34.48 234 38 0.02 30.86 269 41 0.18 40.35
271 38 0.07 30.73 274 38 0.04 34.48 234 38 0.02 30.86 269 41 0.18 40.35 259 37 0.03 33.43
274 38 0.04 34.48 234 38 0.02 30.86 269 41 0.18 40.35 259 37 0.03 33.43 272 40 0.07 33.93
234 38 0.02 30.86 269 41 0.18 40.35 259 37 0.03 33.43 272 40 0.07 33.93 267 37 0.03 28.27
269 41 0.18 40.35 259 37 0.03 33.43 272 40 0.07 33.93 267 37 0.03 28.27 264 37 0.03 29.79
259 37 0.03 33.43 272 40 0.07 33.93 267 37 0.03 28.27 264 37 0.03 29.79 274 42 0.04 38.42
272 40 0.07 33.93 267 37 0.03 28.27 264 37 0.03 29.79 274 42 0.04 38.42 247 39 0.03 34.21
267 37 0.03 28.27 264 37 0.03 29.79 274 42 0.04 38.42 247 39 0.03 34.21 259 41 0.03 34.83
264 37 0.03 29.79 274 42 0.04 38.42 247 39 0.03 34.21 259 41 0.03 34.83 225 37 0 30.77
274 42 0.04 38.42 247 39 0.03 34.21 259 41 0.03 34.83 225 37 0 30.77 249 38 0.04 31.36
247 39 0.03 34.21 259 41 0.03 34.83 225 37 0 30.77 249 38 0.04 31.36 258 41 0.04 34.58
259 41 0.03 34.83 225 37 0 30.77 249 38 0.04 31.36 258 41 0.04 34.58 244 40 0.03 33.38
225 37 0 30.77 249 38 0.04 31.36 258 41 0.04 34.58 244 40 0.03 33.38 261 41 0.03 34.95
249 38 0.04 31.36 258 41 0.04 34.58 244 40 0.03 33.38 261 41 0.03 34.95 258 36 0.04 27.36
258 41 0.04 34.58 244 40 0.03 33.38 261 41 0.03 34.95 258 36 0.04 27.36 229 42 0.03 33.26
244 40 0.03 33.38 261 41 0.03 34.95 258 36 0.04 27.36 229 42 0.03 33.26 260 37 0.04 29.42
261 41 0.03 34.95 258 36 0.04 27.36 229 42 0.03 33.26 260 37 0.04 29.42 259 37 0.02 30.67
258 36 0.04 27.36 229 42 0.03 33.26 260 37 0.04 29.42 259 37 0.02 30.67 233 39 0.01 34.78
229 42 0.03 33.26 260 37 0.04 29.42 259 37 0.02 30.67 233 39 0.01 34.78 258 41 0.09 34.14
260 37 0.04 29.42 259 37 0.02 30.67 233 39 0.01 34.78 258 41 0.09 34.14 252 41 0.03 33.69
259 37 0.02 30.67 233 39 0.01 34.78 258 41 0.09 34.14 252 41 0.03 33.69 224 38 0.04 31.43
233 39 0.01 34.78 258 41 0.09 34.14 252 41 0.03 33.69 224 38 0.04 31.43 219 38 0.04 32.46
258 41 0.09 34.14 252 41 0.03 33.69 224 38 0.04 31.43 219 38 0.04 32.46 263 42 0.02 34.41
252 41 0.03 33.69 224 38 0.04 31.43 219 38 0.04 32.46 263 42 0.02 34.41 250 37 0.03 33.35
224 38 0.04 31.43 219 38 0.04 32.46 263 42 0.02 34.41 250 37 0.03 33.35 237 38 0.01 32.94
219 38 0.04 32.46 263 42 0.02 34.41 250 37 0.03 33.35 237 38 0.01 32.94 260 38 0.06 32.83
263 42 0.02 34.41 250 37 0.03 33.35 237 38 0.01 32.94 260 38 0.06 32.83 238 37 0.04 31.81
250 37 0.03 33.35 237 38 0.01 32.94 260 38 0.06 32.83 238 37 0.04 31.81 260 41 0.12 37.16
237 38 0.01 32.94 260 38 0.06 32.83 238 37 0.04 31.81 260 41 0.12 37.16 260 38 0.03 32.84
260 38 0.06 32.83 238 37 0.04 31.81 260 41 0.12 37.16 260 38 0.03 32.84 265 38 0.01 32.38
238 37 0.04 31.81 260 41 0.12 37.16 260 38 0.03 32.84 265 38 0.01 32.38 226 38 0.03 30.21
260 41 0.12 37.16 260 38 0.03 32.84 265 38 0.01 32.38 226 38 0.03 30.21 245 40 0.05 33.84
260 38 0.03 32.84 265 38 0.01 32.38 226 38 0.03 30.21 245 40 0.05 33.84 256 41 0.17 31.74
265 38 0.01 32.38 226 38 0.03 30.21 245 40 0.05 33.84 256 41 0.17 31.74 257 37 0.01 28.54
226 38 0.03 30.21 245 40 0.05 33.84 256 41 0.17 31.74 257 37 0.01 28.54 256 37 0.04 27.69
245 40 0.05 33.84 256 41 0.17 31.74 257 37 0.01 28.54 256 37 0.04 27.69 260 39 0.06 32.03
256 41 0.17 31.74 257 37 0.01 28.54 256 37 0.04 27.69 260 39 0.06 32.03 243 38 0.04 32.21
257 37 0.01 28.54 256 37 0.04 27.69 260 39 0.06 32.03 243 38 0.04 32.21 260 36 0.03 30.69
256 37 0.04 27.69 260 39 0.06 32.03 243 38 0.04 32.21 260 36 0.03 30.69 255 38 0.03 27.44
260 39 0.06 32.03 243 38 0.04 32.21 260 36 0.03 30.69 255 38 0.03 27.44 231 39 0.02 27.82
243 38 0.04 32.21 260 36 0.03 30.69 255 38 0.03 27.44 231 39 0.02 27.82 248 38 0.16 30.12
260 36 0.03 30.69 255 38 0.03 27.44 231 39 0.02 27.82 248 38 0.16 30.12 230 38 0.01 28.82
255 38 0.03 27.44 231 39 0.02 27.82 248 38 0.16 30.12 230 38 0.01 28.82 243 38 0.06 31.09
231 39 0.02 27.82 248 38 0.16 30.12 230 38 0.01 28.82 243 38 0.06 31.09 256 42 0.04 30.12
248 38 0.16 30.12 230 38 0.01 28.82 243 38 0.06 31.09 256 42 0.04 30.12 267 44 0.03 42.09
230 38 0.01 28.82 243 38 0.06 31.09 256 42 0.04 30.12 267 44 0.03 42.09 247 44 0.03 30.64
243 38 0.06 31.09 256 42 0.04 30.12 267 44 0.03 42.09 247 44 0.03 30.64 255 38 0.02 26.15
256 42 0.04 30.12 267 44 0.03 42.09 247 44 0.03 30.64 255 38 0.02 26.15 259 40 0 28.06
267 44 0.03 42.09 247 44 0.03 30.64 255 38 0.02 26.15 259 40 0 28.06 239 35 0 24.05
247 44 0.03 30.64 255 38 0.02 26.15 259 40 0 28.06 239 35 0 24.05 248 41 0.02 27.91
255 38 0.02 26.15 259 40 0 28.06 239 35 0 24.05 248 41 0.02 27.91 247 41 0.01 29.77
259 40 0 28.06 239 35 0 24.05 248 41 0.02 27.91 247 41 0.01 29.77 240 41 0.03 29.23
239 35 0 24.05 248 41 0.02 27.91 247 41 0.01 29.77 240 41 0.03 29.23 220 40 0 31.08
248 41 0.02 27.91 247 41 0.01 29.77 240 41 0.03 29.23 220 40 0 31.08 238 39 0.01 29.85
247 41 0.01 29.77 240 41 0.03 29.23 220 40 0 31.08 238 39 0.01 29.85 204 38 0 29.54
240 41 0.03 29.23 220 40 0 31.08 238 39 0.01 29.85 204 38 0 29.54 228 40 0.04 30.79
220 40 0 31.08 238 39 0.01 29.85 204 38 0 29.54 228 40 0.04 30.79 243 40 0.04 30.79
238 39 0.01 29.85 204 38 0 29.54 228 40 0.04 30.79 243 40 0.04 30.79 251 38 0.09 29.43
204 38 0 29.54 228 40 0.04 30.79 243 40 0.04 30.79 251 38 0.09 29.43 255 37 0.04 28.32
228 40 0.04 30.79 243 40 0.04 30.79 251 38 0.09 29.43 255 37 0.04 28.32 232 36 0 24.92
243 40 0.04 30.79 251 38 0.09 29.43 255 37 0.04 28.32 232 36 0 24.92 259 40 0.02 27.92
251 38 0.09 29.43 255 37 0.04 28.32 232 36 0 24.92 259 40 0.02 27.92 237 38 0.01 26.81
255 37 0.04 28.32 232 36 0 24.92 259 40 0.02 27.92 237 38 0.01 26.81 215 38 0.03 27.04
232 36 0 24.92 259 40 0.02 27.92 237 38 0.01 26.81 215 38 0.03 27.04 198 38 0.03 29.56
259 40 0.02 27.92 237 38 0.01 26.81 215 38 0.03 27.04 198 38 0.03 29.56 242 39 0.23 34.4
237 38 0.01 26.81 215 38 0.03 27.04 198 38 0.03 29.56 242 39 0.23 34.4 252 45 0.09 36.86
215 38 0.03 27.04 198 38 0.03 29.56 242 39 0.23 34.4 252 45 0.09 36.86 243 42 0.07 33.73
198 38 0.03 29.56 242 39 0.23 34.4 252 45 0.09 36.86 243 42 0.07 33.73 265 38 0.04 33.41
242 39 0.23 34.4 252 45 0.09 36.86 243 42 0.07 33.73 265 38 0.04 33.41 259 39 0.01 49.01
252 45 0.09 36.86 243 42 0.07 33.73 265 38 0.04 33.41 259 39 0.01 49.01 265 37 0.03 43.71
243 42 0.07 33.73 265 38 0.04 33.41 259 39 0.01 49.01 265 37 0.03 43.71 262 39 0.02 37.43
265 38 0.04 33.41 259 39 0.01 49.01 265 37 0.03 43.71 262 39 0.02 37.43 255 38 0.01 28.02
259 39 0.01 49.01 265 37 0.03 43.71 262 39 0.02 37.43 255 38 0.01 28.02 240 37 0.03 27.95
265 37 0.03 43.71 262 39 0.02 37.43 255 38 0.01 28.02 240 37 0.03 27.95 259 42 0.05 27.75
262 39 0.02 37.43 255 38 0.01 28.02 240 37 0.03 27.95 259 42 0.05 27.75 224 39 0.02 34
255 38 0.01 28.02 240 37 0.03 27.95 259 42 0.05 27.75 224 39 0.02 34 235 40 0.06 32.33
240 37 0.03 27.95 259 42 0.05 27.75 224 39 0.02 34 235 40 0.06 32.33 248 36 0.02 29.41
259 42 0.05 27.75 224 39 0.02 34 235 40 0.06 32.33 248 36 0.02 29.41 227 38 0.02 32.66
224 39 0.02 34 235 40 0.06 32.33 248 36 0.02 29.41 227 38 0.02 32.66 241 42 0.05 35.69
235 40 0.06 32.33 248 36 0.02 29.41 227 38 0.02 32.66 241 42 0.05 35.69 227 38 0.06 29.77
248 36 0.02 29.41 227 38 0.02 32.66 241 42 0.05 35.69 227 38 0.06 29.77 239 37 0.07 33.33
227 38 0.02 32.66 241 42 0.05 35.69 227 38 0.06 29.77 239 37 0.07 33.33 220 38 0.03 36.16
241 42 0.05 35.69 227 38 0.06 29.77 239 37 0.07 33.33 220 38 0.03 36.16 242 41 0.04 35.15
227 38 0.06 29.77 239 37 0.07 33.33 220 38 0.03 36.16 242 41 0.04 35.15 252 42 0.03 34.49
239 37 0.07 33.33 220 38 0.03 36.16 242 41 0.04 35.15 252 42 0.03 34.49 234 41 0 27.11
220 38 0.03 36.16 242 41 0.04 35.15 252 42 0.03 34.49 234 41 0 27.11 244 37 0.07 30.86
242 41 0.04 35.15 252 42 0.03 34.49 234 41 0 27.11 244 37 0.07 30.86 229 40 0 38.74
252 42 0.03 34.49 234 41 0 27.11 244 37 0.07 30.86 229 40 0 38.74 238 44 0.03 32.41
234 41 0 27.11 244 37 0.07 30.86 229 40 0 38.74 238 44 0.03 32.41 261 39 0.03 30.47
244 37 0.07 30.86 229 40 0 38.74 238 44 0.03 32.41 261 39 0.03 30.47 233 41 0.02 39.91
229 40 0 38.74 238 44 0.03 32.41 261 39 0.03 30.47 233 41 0.02 39.91 239 44 0.03 27.96
238 44 0.03 32.41 261 39 0.03 30.47 233 41 0.02 39.91 239 44 0.03 27.96 228 37 0.03 31.19
261 39 0.03 30.47 233 41 0.02 39.91 239 44 0.03 27.96 228 37 0.03 31.19 243 39 0.04 31.64
233 41 0.02 39.91 239 44 0.03 27.96 228 37 0.03 31.19 243 39 0.04 31.64 220 41 0.04 31.12
239 44 0.03 27.96 228 37 0.03 31.19 243 39 0.04 31.64 220 41 0.04 31.12 236 38 0.05 29.96
228 37 0.03 31.19 243 39 0.04 31.64 220 41 0.04 31.12 236 38 0.05 29.96 248 38 0.21 31.66
243 39 0.04 31.64 220 41 0.04 31.12 236 38 0.05 29.96 248 38 0.21 31.66 228 36 0.04 31.05
220 41 0.04 31.12 236 38 0.05 29.96 248 38 0.21 31.66 228 36 0.04 31.05 243 37 0.08 31.82
236 38 0.05 29.96 248 38 0.21 31.66 228 36 0.04 31.05 243 37 0.08 31.82 256 39 0.03 27.55
248 38 0.21 31.66 228 36 0.04 31.05 243 37 0.08 31.82 256 39 0.03 27.55 261 38 0.07 30.94
228 36 0.04 31.05 243 37 0.08 31.82 256 39 0.03 27.55 261 38 0.07 30.94 259 38 0.02 28.65
243 37 0.08 31.82 256 39 0.03 27.55 261 38 0.07 30.94 259 38 0.02 28.65 239 37 0.01 33.55
256 39 0.03 27.55 261 38 0.07 30.94 259 38 0.02 28.65 239 37 0.01 33.55 251 39 0.14 25.66
261 38 0.07 30.94 259 38 0.02 28.65 239 37 0.01 33.55 251 39 0.14 25.66 232 37 0.03 26.1
259 38 0.02 28.65 239 37 0.01 33.55 251 39 0.14 25.66 232 37 0.03 26.1 241 37 0.1 27.73
239 37 0.01 33.55 251 39 0.14 25.66 232 37 0.03 26.1 241 37 0.1 27.73 254 38 0.03 27.86
251 39 0.14 25.66 232 37 0.03 26.1 241 37 0.1 27.73 254 38 0.03 27.86 257 39 0.03 29.41
