,Nb process http,Cpu global,Nb connection mysql
2020-07-31 11:52:00,182.0,9.39,105.0
2020-07-31 11:53:00,190.0,9.09,126.0
2020-07-31 11:54:00,210.0,8.74,116.0
2020-07-31 11:55:00,199.0,9.68,146.0
2020-07-31 11:56:00,186.0,8.41,114.0
2020-07-31 11:57:00,210.0,10.55,126.0
2020-07-31 11:58:00,205.0,11.43,124.0
2020-07-31 11:59:00,216.0,9.29,116.0
2020-07-31 12:00:00,197.0,9.03,129.0
2020-07-31 12:01:00,184.0,8.71,132.0
2020-07-31 12:02:00,196.0,10.8,135.0
2020-07-31 12:03:00,210.0,10.28,150.0
2020-07-31 12:04:00,224.0,8.85,125.0
2020-07-31 12:05:00,190.0,10.67,124.0
2020-07-31 12:06:00,186.0,10.01,125.0
2020-07-31 12:07:00,199.0,10.54,124.0
2020-07-31 12:08:00,218.0,8.0,118.0
2020-07-31 12:09:00,178.0,8.04,157.0
2020-07-31 12:10:00,210.0,8.79,143.0
2020-07-31 12:11:00,173.0,9.16,121.0
2020-07-31 12:12:00,203.0,9.38,130.0
2020-07-31 12:13:00,182.0,9.17,132.0
2020-07-31 12:14:00,187.0,8.94,124.0
2020-07-31 12:15:00,196.0,8.81,151.0
2020-07-31 12:16:00,186.0,9.35,136.0
2020-07-31 12:17:00,201.0,9.69,137.0
2020-07-31 12:18:00,209.0,8.22,130.0
2020-07-31 12:19:00,219.0,9.24,128.0
2020-07-31 12:20:00,206.0,12.01,154.0
2020-07-31 12:21:00,174.0,9.71,123.0
2020-07-31 12:22:00,221.0,8.15,141.0
2020-07-31 12:23:00,197.0,8.15,124.0
2020-07-31 12:24:00,187.0,7.55,160.0
2020-07-31 12:25:00,210.0,8.69,164.0
2020-07-31 12:26:00,187.0,8.22,130.0
2020-07-31 12:27:00,204.0,8.52,133.0
2020-07-31 12:28:00,213.0,8.98,126.0
2020-07-31 12:29:00,197.0,8.09,133.0
2020-07-31 12:30:00,195.0,6.5,142.0
2020-07-31 12:31:00,205.0,8.85,146.0
2020-07-31 12:32:00,207.0,7.86,127.0
2020-07-31 12:33:00,207.0,7.87,148.0
2020-07-31 12:34:00,190.0,9.2,129.0
2020-07-31 12:35:00,200.0,8.08,123.0
2020-07-31 12:36:00,192.0,8.63,139.0
2020-07-31 12:37:00,189.0,9.5,145.0
2020-07-31 12:38:00,201.0,9.77,140.0
2020-07-31 12:39:00,211.0,9.15,136.0
2020-07-31 12:40:00,191.0,9.43,143.0
2020-07-31 12:41:00,204.0,9.93,135.0
2020-07-31 12:42:00,206.0,8.46,121.0
2020-07-31 12:43:00,179.0,8.18,166.0
2020-07-31 12:44:00,204.0,8.78,159.0
2020-07-31 12:45:00,225.0,9.5,130.0
2020-07-31 12:46:00,202.0,7.97,139.0
2020-07-31 12:47:00,193.0,7.92,136.0
2020-07-31 12:48:00,221.0,7.87,139.0
2020-07-31 12:49:00,217.0,7.46,154.0
2020-07-31 12:50:00,208.0,8.35,145.0
2020-07-31 12:51:00,210.0,6.9,141.0
2020-07-31 12:52:00,240.0,7.67,135.0
2020-07-31 12:53:00,203.0,7.64,168.0
2020-07-31 12:54:00,224.0,9.36,89.0
2020-07-31 12:55:00,200.0,7.96,146.0
2020-07-31 12:56:00,223.0,9.88,171.0
2020-07-31 12:57:00,205.0,9.24,132.0
2020-07-31 12:58:00,228.0,8.66,138.0
2020-07-31 12:59:00,200.0,8.75,142.0
2020-07-31 13:00:00,211.0,7.5,177.0
2020-07-31 13:01:00,222.0,10.32,149.0
2020-07-31 13:02:00,225.0,11.4,125.0
2020-07-31 13:03:00,210.0,8.88,143.0
2020-07-31 13:04:00,208.0,8.03,154.0
2020-07-31 13:05:00,221.0,9.78,141.0
2020-07-31 13:06:00,223.0,9.84,129.0
2020-07-31 13:07:00,205.0,9.62,138.0
2020-07-31 13:08:00,190.0,7.98,131.0
2020-07-31 13:09:00,220.0,7.77,150.0
2020-07-31 13:10:00,199.0,8.23,143.0
2020-07-31 13:11:00,246.0,8.72,155.0
2020-07-31 13:12:00,194.0,10.66,152.0
2020-07-31 13:13:00,208.0,10.27,164.0
2020-07-31 13:14:00,201.0,8.5,128.0
2020-07-31 13:15:00,190.0,9.34,137.0
2020-07-31 13:16:00,209.0,8.54,123.0
2020-07-31 13:17:00,202.0,7.85,141.0
2020-07-31 13:18:00,170.0,7.43,133.0
2020-07-31 13:19:00,217.0,8.59,174.0
2020-07-31 13:20:00,213.0,8.61,134.0
2020-07-31 13:21:00,223.0,7.24,119.0
2020-07-31 13:22:00,191.0,7.29,131.0
2020-07-31 13:23:00,204.0,9.21,129.0
2020-07-31 13:24:00,214.0,9.83,96.0
2020-07-31 13:25:00,223.0,8.37,71.0
2020-07-31 13:26:00,233.0,10.1,60.0
2020-07-31 13:27:00,213.0,9.05,78.0
2020-07-31 13:28:00,222.0,9.97,64.0
2020-07-31 13:29:00,237.0,10.53,72.0
2020-07-31 13:30:00,195.0,10.93,71.0
2020-07-31 13:31:00,214.0,11.19,56.0
2020-07-31 13:32:00,228.0,11.28,74.0
2020-07-31 13:33:00,190.0,13.06,80.0
2020-07-31 13:34:00,210.0,10.47,51.0
2020-07-31 13:35:00,196.0,11.41,64.0
2020-07-31 13:36:00,220.0,10.44,60.0
2020-07-31 13:37:00,180.0,9.32,59.0
2020-07-31 13:38:00,223.0,8.85,68.0
2020-07-31 13:39:00,215.0,9.72,83.0
2020-07-31 13:40:00,206.0,9.07,60.0
2020-07-31 13:41:00,205.0,7.71,58.0
2020-07-31 13:42:00,215.0,8.57,65.0
2020-07-31 13:43:00,183.0,7.23,66.0
2020-07-31 13:44:00,206.0,8.79,57.0
2020-07-31 13:45:00,217.0,9.41,59.0
2020-07-31 13:46:00,213.0,9.03,62.0
2020-07-31 13:47:00,197.0,9.36,53.0
2020-07-31 13:48:00,240.0,10.36,70.0
2020-07-31 13:49:00,249.0,10.44,74.0
2020-07-31 13:50:00,257.0,10.41,58.0
2020-07-31 13:51:00,267.0,10.01,75.0
2020-07-31 13:52:00,222.0,9.98,56.0
2020-07-31 13:53:00,194.0,8.43,70.0
2020-07-31 13:54:00,194.0,7.49,107.0
2020-07-31 13:55:00,207.0,8.39,56.0
2020-07-31 13:56:00,220.0,8.84,50.0
2020-07-31 13:57:00,233.0,8.05,56.0
2020-07-31 13:58:00,194.0,8.36,55.0
2020-07-31 13:59:00,194.0,7.71,57.0
2020-07-31 14:00:00,208.0,7.44,56.0
2020-07-31 14:01:00,183.0,7.69,70.0
2020-07-31 14:02:00,211.0,8.17,63.0
2020-07-31 14:03:00,203.0,8.08,68.0
2020-07-31 14:04:00,209.0,7.25,51.0
2020-07-31 14:05:00,176.0,7.29,62.0
2020-07-31 14:06:00,189.0,7.93,62.0
2020-07-31 14:07:00,207.0,7.3,65.0
2020-07-31 14:08:00,237.0,6.43,54.0
2020-07-31 14:09:00,213.0,7.8,64.0
2020-07-31 14:10:00,190.0,6.85,64.0
2020-07-31 14:11:00,228.0,7.36,61.0
2020-07-31 14:12:00,206.0,7.41,82.0
2020-07-31 14:13:00,187.0,7.35,78.0
2020-07-31 14:14:00,220.0,7.86,68.0
2020-07-31 14:15:00,178.0,6.3,54.0
2020-07-31 14:16:00,193.0,8.24,62.0
2020-07-31 14:17:00,196.0,7.24,52.0
2020-07-31 14:18:00,196.0,6.84,68.0
2020-07-31 14:19:00,181.0,6.96,88.0
2020-07-31 14:20:00,206.0,8.48,68.0
2020-07-31 14:21:00,207.0,8.19,56.0
2020-07-31 14:22:00,181.0,8.05,54.0
2020-07-31 14:23:00,200.0,7.63,68.0
2020-07-31 14:24:00,216.0,7.79,61.0
2020-07-31 14:25:00,196.0,7.36,64.0
2020-07-31 14:26:00,211.0,8.22,54.0
2020-07-31 14:27:00,236.0,7.94,85.0
2020-07-31 14:28:00,216.0,8.06,47.0
2020-07-31 14:29:00,202.0,9.2,56.0
2020-07-31 14:30:00,219.0,7.29,50.0
2020-07-31 14:31:00,215.0,7.15,58.0
2020-07-31 14:32:00,225.0,6.58,76.0
2020-07-31 14:33:00,190.0,7.57,60.0
2020-07-31 14:34:00,212.0,6.35,61.0
2020-07-31 14:35:00,246.0,6.82,67.0
2020-07-31 14:36:00,207.0,6.6,55.0
2020-07-31 14:37:00,192.0,7.17,55.0
2020-07-31 14:38:00,184.0,6.24,51.0
2020-07-31 14:39:00,220.0,7.48,58.0
2020-07-31 14:40:00,203.0,6.98,53.0
2020-07-31 14:41:00,209.0,7.4,61.0
2020-07-31 14:42:00,194.0,7.05,51.0
2020-07-31 14:43:00,203.0,6.04,80.0
2020-07-31 14:44:00,187.0,5.84,50.0
2020-07-31 14:45:00,232.0,5.58,61.0
2020-07-31 14:46:00,215.0,5.44,64.0
2020-07-31 14:47:00,225.0,6.83,55.0
2020-07-31 14:48:00,212.0,6.34,53.0
2020-07-31 14:49:00,204.0,5.4,67.0
2020-07-31 14:50:00,225.0,8.59,55.0
2020-07-31 14:51:00,192.0,7.36,58.0
2020-07-31 14:52:00,239.0,7.64,52.0
2020-07-31 14:53:00,206.0,7.79,93.0
2020-07-31 14:54:00,185.0,8.19,55.0
2020-07-31 14:55:00,195.0,6.44,65.0
2020-07-31 14:56:00,220.0,5.5,62.0
2020-07-31 14:57:00,182.0,5.79,61.0
2020-07-31 14:58:00,210.0,7.75,59.0
2020-07-31 14:59:00,184.0,6.59,60.0
2020-07-31 15:00:00,176.0,5.44,60.0
2020-07-31 15:01:00,191.0,6.03,52.0
2020-07-31 15:02:00,238.0,7.15,65.0
2020-07-31 15:03:00,182.0,6.7,61.0
2020-07-31 15:04:00,178.0,6.65,83.0
2020-07-31 15:05:00,208.0,5.61,56.0
2020-07-31 15:06:00,189.0,6.38,54.0
2020-07-31 15:07:00,208.0,10.14,61.0
2020-07-31 15:08:00,209.0,9.42,51.0
2020-07-31 15:09:00,176.0,8.33,56.0
2020-07-31 15:10:00,192.0,6.97,52.0
2020-07-31 15:11:00,190.0,8.15,58.0
2020-07-31 15:12:00,202.0,8.22,61.0
2020-07-31 15:13:00,192.0,8.82,73.0
2020-07-31 15:14:00,202.0,8.37,70.0
2020-07-31 15:15:00,185.0,6.38,51.0
2020-07-31 15:16:00,201.0,6.22,51.0
2020-07-31 15:17:00,210.0,7.65,59.0
2020-07-31 15:18:00,220.0,8.08,51.0
2020-07-31 15:19:00,205.0,8.77,55.0
2020-07-31 15:20:00,199.0,8.7,50.0
2020-07-31 15:21:00,192.0,7.5,59.0
2020-07-31 15:22:00,199.0,8.37,60.0
2020-07-31 15:23:00,198.0,7.91,51.0
2020-07-31 15:24:00,224.0,6.66,56.0
2020-07-31 15:25:00,186.0,7.4,55.0
2020-07-31 15:26:00,185.0,8.25,61.0
2020-07-31 15:27:00,199.0,7.07,47.0
2020-07-31 15:28:00,201.0,6.59,64.0
2020-07-31 15:29:00,198.0,7.23,55.0
2020-07-31 15:30:00,167.0,6.17,46.0
2020-07-31 15:31:00,191.0,5.35,62.0
2020-07-31 15:32:00,175.0,8.72,54.0
2020-07-31 15:33:00,165.0,8.88,74.0
2020-07-31 15:34:00,201.0,6.33,51.0
2020-07-31 15:35:00,173.0,6.58,57.0
2020-07-31 15:36:00,185.0,7.08,56.0
2020-07-31 15:37:00,174.0,6.86,58.0
2020-07-31 15:38:00,179.0,7.66,61.0
2020-07-31 15:39:00,170.0,7.36,53.0
2020-07-31 15:40:00,200.0,7.03,54.0
2020-07-31 15:41:00,184.0,7.86,55.0
2020-07-31 15:42:00,185.0,6.66,56.0
2020-07-31 15:43:00,173.0,7.62,76.0
2020-07-31 15:44:00,176.0,8.21,63.0
2020-07-31 15:45:00,156.0,6.45,53.0
2020-07-31 15:46:00,174.0,6.8,50.0
2020-07-31 15:47:00,174.0,6.7,54.0
2020-07-31 15:48:00,210.0,6.53,50.0
2020-07-31 15:49:00,177.0,6.58,60.0
2020-07-31 15:50:00,226.0,6.63,59.0
2020-07-31 15:51:00,167.0,6.4,49.0
2020-07-31 15:52:00,188.0,7.13,53.0
2020-07-31 15:53:00,184.0,6.87,69.0
2020-07-31 15:54:00,181.0,6.51,62.0
2020-07-31 15:55:00,198.0,6.25,56.0
2020-07-31 15:56:00,176.0,6.49,60.0
2020-07-31 15:57:00,168.0,5.76,61.0
2020-07-31 15:58:00,184.0,4.99,53.0
2020-07-31 15:59:00,204.0,6.89,62.0
2020-07-31 16:00:00,184.0,5.62,49.0
2020-07-31 16:01:00,185.0,5.48,51.0
2020-07-31 16:02:00,214.0,6.92,55.0
2020-07-31 16:03:00,193.0,6.52,63.0
2020-07-31 16:04:00,191.0,8.3,63.0
2020-07-31 16:05:00,176.0,6.86,47.0
2020-07-31 16:06:00,221.0,6.96,62.0
2020-07-31 16:07:00,165.0,6.74,57.0
2020-07-31 16:08:00,182.0,6.83,49.0
2020-07-31 16:09:00,192.0,6.24,53.0
2020-07-31 16:10:00,163.0,5.88,53.0
2020-07-31 16:11:00,165.0,5.68,50.0
2020-07-31 16:12:00,177.0,6.0,65.0
2020-07-31 16:13:00,183.0,6.43,57.0
2020-07-31 16:14:00,164.0,5.64,61.0
2020-07-31 16:15:00,175.0,5.72,55.0
2020-07-31 16:16:00,180.0,5.1,60.0
2020-07-31 16:17:00,193.0,5.58,52.0
2020-07-31 16:18:00,175.0,6.31,49.0
2020-07-31 16:19:00,197.0,5.39,57.0
2020-07-31 16:20:00,166.0,5.02,51.0
2020-07-31 16:21:00,180.0,5.49,57.0
2020-07-31 16:22:00,159.0,5.49,49.0
2020-07-31 16:23:00,149.0,5.66,58.0
2020-07-31 16:24:00,153.0,5.79,62.0
2020-07-31 16:25:00,148.0,4.92,53.0
2020-07-31 16:26:00,142.0,5.08,56.0
2020-07-31 16:27:00,142.0,4.69,67.0
2020-07-31 16:28:00,173.0,3.82,46.0
2020-07-31 16:29:00,151.0,5.05,60.0
2020-07-31 16:30:00,156.0,4.45,48.0
2020-07-31 16:31:00,146.0,5.16,54.0
2020-07-31 16:32:00,139.0,5.21,48.0
2020-07-31 16:33:00,150.0,5.21,53.0
2020-07-31 16:34:00,164.0,4.43,49.0
2020-07-31 16:35:00,155.0,5.38,55.0
2020-07-31 16:36:00,162.0,5.42,47.0
2020-07-31 16:37:00,145.0,5.1,57.0
2020-07-31 16:38:00,141.0,5.61,56.0
2020-07-31 16:39:00,147.0,4.47,62.0
2020-07-31 16:40:00,141.0,4.07,50.0
2020-07-31 16:41:00,167.0,5.29,58.0
2020-07-31 16:42:00,147.0,4.24,46.0
2020-07-31 16:43:00,139.0,4.59,54.0
2020-07-31 16:44:00,147.0,5.71,60.0
2020-07-31 16:45:00,141.0,4.84,66.0
2020-07-31 16:46:00,137.0,5.18,48.0
2020-07-31 16:47:00,152.0,5.01,53.0
2020-07-31 16:48:00,148.0,4.45,54.0
2020-07-31 16:49:00,151.0,6.42,58.0
2020-07-31 16:50:00,165.0,8.21,51.0
2020-07-31 16:51:00,135.0,6.64,71.0
2020-07-31 16:52:00,137.0,8.71,57.0
2020-07-31 16:53:00,155.0,7.65,65.0
2020-07-31 16:54:00,146.0,7.36,50.0
2020-07-31 16:55:00,154.0,8.25,54.0
2020-07-31 16:56:00,144.0,7.3,47.0
2020-07-31 16:57:00,143.0,6.74,56.0
2020-07-31 16:58:00,182.0,8.21,50.0
2020-07-31 16:59:00,193.0,8.06,52.0
2020-07-31 17:00:00,153.0,7.35,51.0
2020-07-31 17:01:00,140.0,7.94,54.0
2020-07-31 17:02:00,153.0,7.54,53.0
2020-07-31 17:03:00,160.0,6.39,52.0
2020-07-31 17:04:00,119.0,6.27,48.0
2020-07-31 17:05:00,139.0,5.54,65.0
2020-07-31 17:06:00,151.0,6.05,55.0
2020-07-31 17:07:00,137.0,6.69,55.0
2020-07-31 17:08:00,147.0,7.65,50.0
2020-07-31 17:09:00,147.0,9.27,52.0
2020-07-31 17:10:00,156.0,7.02,53.0
2020-07-31 17:11:00,166.0,6.96,61.0
2020-07-31 17:12:00,155.0,6.8,54.0
2020-07-31 17:13:00,167.0,7.33,64.0
2020-07-31 17:14:00,129.0,5.8,60.0
2020-07-31 17:15:00,141.0,4.53,50.0
2020-07-31 17:16:00,151.0,5.12,50.0
2020-07-31 17:17:00,154.0,5.37,51.0
2020-07-31 17:18:00,146.0,5.87,53.0
2020-07-31 17:19:00,143.0,5.31,62.0
2020-07-31 17:20:00,156.0,5.39,54.0
2020-07-31 17:21:00,137.0,6.19,53.0
2020-07-31 17:22:00,139.0,6.39,50.0
2020-07-31 17:23:00,116.0,6.04,53.0
2020-07-31 17:24:00,147.0,6.53,57.0
2020-07-31 17:25:00,132.0,6.03,56.0
2020-07-31 17:26:00,140.0,5.5,49.0
2020-07-31 17:27:00,151.0,5.5,58.0
2020-07-31 17:28:00,161.0,5.51,50.0
2020-07-31 17:29:00,143.0,4.85,53.0
2020-07-31 17:30:00,128.0,5.67,52.0
2020-07-31 17:31:00,138.0,4.63,49.0
2020-07-31 17:32:00,125.0,5.86,49.0
2020-07-31 17:33:00,138.0,5.53,60.0
2020-07-31 17:34:00,160.0,4.8,58.0
2020-07-31 17:35:00,133.0,5.68,55.0
2020-07-31 17:36:00,134.0,5.81,60.0
2020-07-31 17:37:00,129.0,6.01,52.0
2020-07-31 17:38:00,144.0,5.94,48.0
2020-07-31 17:39:00,154.0,6.6,61.0
2020-07-31 17:40:00,164.0,6.02,49.0
2020-07-31 17:41:00,155.0,4.76,54.0
2020-07-31 17:42:00,138.0,4.21,54.0
2020-07-31 17:43:00,146.0,5.39,58.0
2020-07-31 17:44:00,133.0,5.25,62.0
2020-07-31 17:45:00,148.0,4.69,52.0
2020-07-31 17:46:00,133.0,4.74,55.0
2020-07-31 17:47:00,148.0,4.96,51.0
2020-07-31 17:48:00,149.0,5.44,55.0
2020-07-31 17:49:00,139.0,5.38,56.0
2020-07-31 17:50:00,158.0,4.5,64.0
2020-07-31 17:51:00,130.0,4.85,51.0
2020-07-31 17:52:00,140.0,5.41,51.0
2020-07-31 17:53:00,150.0,4.75,50.0
2020-07-31 17:54:00,154.0,4.47,53.0
2020-07-31 17:55:00,135.0,5.08,53.0
2020-07-31 17:56:00,134.0,4.82,60.0
2020-07-31 17:57:00,147.0,3.88,54.0
2020-07-31 17:58:00,124.0,4.36,51.0
2020-07-31 17:59:00,137.0,3.78,63.0
2020-07-31 18:00:00,147.0,5.28,57.0
2020-07-31 18:01:00,130.0,4.05,78.0
2020-07-31 18:02:00,145.0,8.2,58.0
2020-07-31 18:03:00,138.0,6.0,55.0
2020-07-31 18:04:00,115.0,5.63,43.0
2020-07-31 18:05:00,127.0,4.72,56.0
2020-07-31 18:06:00,114.0,4.74,43.0
2020-07-31 18:07:00,144.0,4.09,55.0
2020-07-31 18:08:00,125.0,3.75,54.0
2020-07-31 18:09:00,143.0,4.3,58.0
2020-07-31 18:10:00,135.0,4.14,44.0
2020-07-31 18:11:00,122.0,4.71,65.0
2020-07-31 18:12:00,133.0,3.76,49.0
2020-07-31 18:13:00,115.0,3.49,62.0
2020-07-31 18:14:00,130.0,4.21,50.0
2020-07-31 18:15:00,141.0,4.52,53.0
2020-07-31 18:16:00,126.0,4.37,56.0
2020-07-31 18:17:00,136.0,4.22,60.0
2020-07-31 18:18:00,125.0,4.07,50.0
2020-07-31 18:19:00,124.0,4.48,52.0
2020-07-31 18:20:00,151.0,4.99,49.0
2020-07-31 18:21:00,137.0,4.68,62.0
2020-07-31 18:22:00,135.0,4.27,58.0
2020-07-31 18:23:00,123.0,3.92,56.0
2020-07-31 18:24:00,134.0,4.3,56.0
2020-07-31 18:25:00,138.0,4.25,53.0
2020-07-31 18:26:00,148.0,3.96,55.0
2020-07-31 18:27:00,125.0,6.11,53.0
2020-07-31 18:28:00,136.0,5.22,51.0
2020-07-31 18:29:00,133.0,6.74,69.0
2020-07-31 18:30:00,117.0,7.01,67.0
2020-07-31 18:31:00,133.0,5.33,56.0
2020-07-31 18:32:00,119.0,6.67,52.0
2020-07-31 18:33:00,135.0,6.75,68.0
2020-07-31 18:34:00,118.0,7.58,49.0
2020-07-31 18:35:00,122.0,5.31,57.0
2020-07-31 18:36:00,133.0,7.02,54.0
2020-07-31 18:37:00,144.0,6.87,52.0
2020-07-31 18:38:00,154.0,5.52,47.0
2020-07-31 18:39:00,139.0,7.25,59.0
2020-07-31 18:40:00,123.0,8.31,52.0
2020-07-31 18:41:00,132.0,8.37,56.0
2020-07-31 18:42:00,115.0,7.59,54.0
2020-07-31 18:43:00,136.0,7.12,63.0
2020-07-31 18:44:00,118.0,7.14,46.0
2020-07-31 18:45:00,128.0,7.58,58.0
2020-07-31 18:46:00,147.0,6.96,67.0
2020-07-31 18:47:00,124.0,7.2,57.0
2020-07-31 18:48:00,123.0,7.51,59.0
2020-07-31 18:49:00,119.0,8.23,61.0
2020-07-31 18:50:00,136.0,7.51,48.0
2020-07-31 18:51:00,117.0,7.59,53.0
2020-07-31 18:52:00,111.0,6.84,52.0
2020-07-31 18:53:00,120.0,7.16,58.0
2020-07-31 18:54:00,127.0,4.75,47.0
2020-07-31 18:55:00,124.0,6.44,56.0
2020-07-31 18:56:00,139.0,5.85,58.0
2020-07-31 18:57:00,111.0,6.11,58.0
2020-07-31 18:58:00,127.0,6.66,44.0
2020-07-31 18:59:00,126.0,6.11,67.0
2020-07-31 19:00:00,136.0,6.64,50.0
2020-07-31 19:01:00,146.0,6.54,50.0
2020-07-31 19:02:00,123.0,5.56,48.0
2020-07-31 19:03:00,129.0,6.01,56.0
2020-07-31 19:04:00,146.0,5.93,44.0
2020-07-31 19:05:00,129.0,6.2,55.0
2020-07-31 19:06:00,120.0,5.37,46.0
2020-07-31 19:07:00,129.0,5.7,55.0
2020-07-31 19:08:00,150.0,4.87,49.0
2020-07-31 19:09:00,135.0,5.29,61.0
2020-07-31 19:10:00,136.0,4.68,51.0
2020-07-31 19:11:00,140.0,5.82,66.0
2020-07-31 19:12:00,118.0,7.34,58.0
2020-07-31 19:13:00,131.0,7.51,60.0
2020-07-31 19:14:00,145.0,5.4,49.0
2020-07-31 19:15:00,145.0,6.32,56.0
2020-07-31 19:16:00,137.0,6.94,46.0
2020-07-31 19:17:00,148.0,6.4,60.0
2020-07-31 19:18:00,137.0,6.61,44.0
2020-07-31 19:19:00,139.0,6.57,59.0
2020-07-31 19:20:00,142.0,5.37,51.0
2020-07-31 19:21:00,125.0,6.99,51.0
2020-07-31 19:22:00,141.0,5.35,48.0
2020-07-31 19:23:00,123.0,3.72,61.0
2020-07-31 19:24:00,118.0,3.8,52.0
2020-07-31 19:25:00,142.0,5.43,65.0
2020-07-31 19:26:00,135.0,4.31,48.0
2020-07-31 19:27:00,148.0,4.71,52.0
2020-07-31 19:28:00,138.0,5.12,53.0
2020-07-31 19:29:00,134.0,5.56,52.0
2020-07-31 19:30:00,140.0,5.19,52.0
2020-07-31 19:31:00,137.0,4.82,56.0
2020-07-31 19:32:00,128.0,5.49,45.0
2020-07-31 19:33:00,143.0,5.44,53.0
2020-07-31 19:34:00,143.0,4.88,53.0
2020-07-31 19:35:00,132.0,5.16,62.0
2020-07-31 19:36:00,132.0,5.3,52.0
2020-07-31 19:37:00,141.0,4.53,56.0
2020-07-31 19:38:00,125.0,4.48,48.0
2020-07-31 19:39:00,132.0,4.13,63.0
2020-07-31 19:40:00,130.0,4.32,46.0
2020-07-31 19:41:00,148.0,4.52,58.0
2020-07-31 19:42:00,119.0,4.32,48.0
2020-07-31 19:43:00,152.0,4.46,64.0
2020-07-31 19:44:00,111.0,4.34,57.0
2020-07-31 19:45:00,125.0,4.2,64.0
2020-07-31 19:46:00,137.0,4.26,67.0
2020-07-31 19:47:00,123.0,5.47,52.0
2020-07-31 19:48:00,135.0,4.89,45.0
2020-07-31 19:49:00,162.0,5.54,60.0
2020-07-31 19:50:00,147.0,5.67,51.0
2020-07-31 19:51:00,131.0,4.76,65.0
2020-07-31 19:52:00,143.0,4.51,46.0
2020-07-31 19:53:00,127.0,4.6,54.0
2020-07-31 19:54:00,142.0,4.55,51.0
2020-07-31 19:55:00,139.0,4.78,52.0
2020-07-31 19:56:00,125.0,4.6,54.0
2020-07-31 19:57:00,133.0,4.05,56.0
2020-07-31 19:58:00,117.0,4.45,43.0
2020-07-31 19:59:00,129.0,4.64,61.0
2020-07-31 20:00:00,125.0,4.79,48.0
2020-07-31 20:01:00,134.0,4.43,55.0
2020-07-31 20:02:00,110.0,5.68,56.0
2020-07-31 20:03:00,121.0,5.38,54.0
2020-07-31 20:04:00,113.0,5.16,67.0
2020-07-31 20:05:00,125.0,5.16,55.0
2020-07-31 20:06:00,134.0,4.58,50.0
2020-07-31 20:07:00,186.0,4.18,59.0
2020-07-31 20:08:00,133.0,4.15,45.0
2020-07-31 20:09:00,149.0,5.07,60.0
2020-07-31 20:10:00,124.0,4.97,67.0
2020-07-31 20:11:00,136.0,5.05,58.0
2020-07-31 20:12:00,111.0,6.64,54.0
2020-07-31 20:13:00,135.0,5.67,67.0
2020-07-31 20:14:00,125.0,5.31,50.0
2020-07-31 20:15:00,148.0,7.09,57.0
2020-07-31 20:16:00,123.0,7.07,53.0
2020-07-31 20:17:00,132.0,4.91,56.0
2020-07-31 20:18:00,125.0,5.99,47.0
2020-07-31 20:19:00,140.0,8.36,52.0
2020-07-31 20:20:00,151.0,8.27,54.0
2020-07-31 20:21:00,144.0,7.42,64.0
2020-07-31 20:22:00,125.0,4.7,60.0
2020-07-31 20:23:00,130.0,6.08,63.0
2020-07-31 20:24:00,135.0,7.77,54.0
2020-07-31 20:25:00,143.0,7.62,55.0
2020-07-31 20:26:00,134.0,6.39,74.0
2020-07-31 20:27:00,150.0,6.84,56.0
2020-07-31 20:28:00,139.0,6.99,52.0
2020-07-31 20:29:00,142.0,7.65,55.0
2020-07-31 20:30:00,146.0,7.06,58.0
2020-07-31 20:31:00,136.0,7.17,57.0
2020-07-31 20:32:00,177.0,8.36,65.0
2020-07-31 20:33:00,138.0,5.8,62.0
2020-07-31 20:34:00,124.0,5.69,60.0
2020-07-31 20:35:00,130.0,4.64,67.0
2020-07-31 20:36:00,120.0,6.06,53.0
2020-07-31 20:37:00,122.0,7.25,58.0
2020-07-31 20:38:00,126.0,6.79,51.0
2020-07-31 20:39:00,135.0,6.51,60.0
2020-07-31 20:40:00,136.0,5.41,60.0
2020-07-31 20:41:00,118.0,6.14,56.0
2020-07-31 20:42:00,124.0,6.58,54.0
2020-07-31 20:43:00,128.0,7.58,67.0
2020-07-31 20:44:00,149.0,7.67,55.0
2020-07-31 20:45:00,129.0,6.63,66.0
2020-07-31 20:46:00,147.0,6.26,53.0
2020-07-31 20:47:00,129.0,5.1,60.0
2020-07-31 20:48:00,151.0,5.4,54.0
2020-07-31 20:49:00,119.0,6.03,63.0
2020-07-31 20:50:00,159.0,5.62,60.0
2020-07-31 20:51:00,151.0,5.29,57.0
2020-07-31 20:52:00,122.0,5.24,54.0
2020-07-31 20:53:00,114.0,6.19,60.0
2020-07-31 20:54:00,127.0,6.33,54.0
2020-07-31 20:55:00,117.0,6.42,61.0
2020-07-31 20:56:00,122.0,6.12,65.0
2020-07-31 20:57:00,121.0,5.82,60.0
2020-07-31 20:58:00,125.0,7.54,58.0
2020-07-31 20:59:00,128.0,6.07,54.0
2020-07-31 21:00:00,123.0,6.27,49.0
2020-07-31 21:01:00,136.0,5.61,59.0
2020-07-31 21:02:00,121.0,7.13,57.0
2020-07-31 21:03:00,133.0,6.41,66.0
2020-07-31 21:04:00,121.0,5.52,55.0
2020-07-31 21:05:00,123.0,6.37,63.0
2020-07-31 21:06:00,126.0,6.66,57.0
2020-07-31 21:07:00,127.0,5.14,63.0
2020-07-31 21:08:00,118.0,5.29,71.0
2020-07-31 21:09:00,147.0,5.48,60.0
2020-07-31 21:10:00,114.0,6.08,51.0
